Kanji,Reading,JLPT,Type,Meaning
['晴れ晴れ'],[['はればれ']],3,"['&adv;', '&adv-to;', '&vs;']","['bright', 'cheerful']"
['深々'],"[['しんしん'], ['ちんちん']]",3,"['&adj-t;', '&adv-to;']",['silent (esp. of the passing of the night)']
['落莫'],[['らくばく']],3,"['&adj-t;', '&adv-to;']","['desolate', 'dreary', 'lonesome']"
['鬱然'],[['うつぜん']],3,"['&adj-t;', '&adv-to;']","['dense (vegetation)', 'thick']"
['唖然'],[['あぜん']],3,"['&adj-t;', '&adv-to;']","['dumbfounded', 'in mute amazement']"
['理路整然'],[['りろせいぜん']],3,"['&adj-t;', '&adv-to;']","['logical', 'cogent', 'well-reasoned', 'logically consistent']"
['恬然'],[['てんぜん']],3,"['&adj-t;', '&adv-to;']","['cool', 'indifferent', 'nonchalant', 'calm']"
['陸続'],[['りくぞく']],3,"['&adj-t;', '&adv-to;']","['one after another', 'in succession', 'in a row']"
['牢固'],[['ろうこ']],3,"['&adj-t;', '&adv-to;']","['firm', 'solid', 'inflexible', 'immovable']"
['蹶然'],[['けつぜん']],3,"['&adj-t;', '&adv-to;']","['with a spring', 'with alacrity', 'resolutely']"
['勇気凛々'],[['ゆうきりんりん']],3,"['&adj-t;', '&adv-to;']","['full of spirit', 'brimming with courage', 'high-spirited', 'mettlesome']"
['洒々落々'],[['しゃしゃらくらく']],3,"['&adj-t;', '&adv-to;']","['free and easy', 'frank', 'openhearted', 'relaxed']"
['戦々慄々'],[['せんせんりつりつ']],3,"['&adj-t;', '&adv-to;']","['trembling with fear', 'filled with trepidation']"
['磊々落々'],[['らいらいらくらく']],3,"['&adj-t;', '&adv-to;']","['openhearted', 'unaffected', 'free and easy']"
['才気溌剌'],[['さいきはつらつ']],3,"['&adj-t;', '&adv-to;']","['resourceful and quick-witted', 'showing a flash of brilliance', 'having a keen (sparkling) intellect']"
['白昼公然'],[['はくちゅうこうぜん']],3,"['&adj-t;', '&adv-to;']",['openly and in broad daylight']
['参差'],[['しんし']],3,"['&adj-t;', '&adv-to;']",['of uneven heights or lengths']
['内心忸怩'],[['ないしんじくじ']],3,"['&adj-t;', '&adv-to;']","[""ashamed deep down in one's heart"", 'blushing with shame when one remembers something']"
['空然'],[['くうぜん']],3,"['&adj-t;', '&adv-to;']",['vacant and unthinking']
['瞿然'],[['くぜん']],3,"['&adj-t;', '&adv-to;']","['looking on with surprise', ""surprised and changing one's expression""]"
['醺然'],[['くんぜん']],3,"['&adj-t;', '&adv-to;']",['appearing drunk and cheerful']
['炯然'],[['けいぜん']],3,"['&adj-t;', '&adv-to;']","['shining', 'radiant', 'bright']"
['煢然'],[['けいぜん']],3,"['&adj-t;', '&adv-to;']","['alone', 'helpless']"
['闃然'],[['げきぜん']],3,"['&adj-t;', '&adv-to;']","['quiet and still', 'without sign of life']"
['孑然'],[['けつぜん']],3,"['&adj-t;', '&adv-to;']","['isolated', 'alone', 'helpless']"
['喧然'],[['けんぜん']],3,"['&adj-t;', '&adv-to;']","['noisy', 'boisterous', 'lively']"
['公々然'],[['こうこうぜん']],3,"['&adj-t;', '&adv-to;']","['completely out in the open', 'very publicly', 'in broad daylight']"
['恍然'],[['こうぜん']],3,"['&adj-t;', '&adv-to;']",['fascinated and distracted by something']
['溘然'],[['こうぜん']],3,"['&adj-t;', '&adv-to;']","[""sudden (esp. of a person's death)"", 'unexpected']"
['曠然'],[['こうぜん']],3,"['&adj-t;', '&adv-to;']","['extensive', 'open', 'wide', 'vast']"
['鏗然'],[['こうぜん']],3,"['&adj-t;', '&adv-to;']","['emitting a shrill sound (musical instrument, metal, stone)']"
['灼然'],[['しゃくぜん']],3,"['&adj-t;', '&adv-to;']","['shining', 'radiant']"
['曲々'],[['きょくきょく']],3,"['&adj-t;', '&adv-to;']","['winding', 'twisting', 'zigzagging']"
['悚然'],[['しょうぜん']],3,"['&adj-t;', '&adv-to;']","['terrified', 'horrified']"
['これ幸い'],[['これさいわい']],3,"['&exp;', '&adv-to;']",['taking advantage of (a convenient situation)']
['怫然'],[['ふつぜん']],3,"['&adj-t;', '&adv-to;']","['indignant', 'wrathful']"
['茫然'],[['ぼうぜん']],3,"['&adj-t;', '&adv-to;']",['vague']
['兀然'],"[['こつぜん'], ['ごつぜん']]",3,"['&adj-t;', '&adv-to;']",['towering']
['炳然'],[['へいぜん']],3,"['&adj-t;', '&adv-to;']","['bright', 'shining', 'clear', 'evident']"
['連々'],[['れんれん']],3,"['&adj-t;', '&adv-to;', '&adj-nari;']","['continuous', 'unbroken', 'uninterrupted']"
['整々'],[['せいせい']],3,"['&adj-t;', '&adv-to;']","['well-ordered', 'in good order', 'orderly']"
['悵然'],[['ちょうぜん']],3,"['&adj-t;', '&adv-to;']","['disappointed', 'upset', 'sad', 'sorrowful']"
['蕭然'],[['しょうぜん']],3,"['&adj-t;', '&adv-to;']","['lonely', 'lonesome', 'desolate', 'dreary', 'bleak']"
['冷々'],[['れいれい']],3,"['&adj-t;', '&adv-to;']","['cold', 'chilly']"
